round,guess_word,best_next_word,no_of_possibilities
2,roate 02002;gusli 01000,coupe,1
2,roate 02002;gusli 01020,boule,1
2,roate 02002;gusli 01100,house,2
3,roate 02002;gusli 01100;house 02222,mouse,1
3,roate 02002;gusli 01100;house 22222,house,1
2,roate 02002;gusli 01110,louse,1
2,roate 02002;gusli 10000,dodge,1
2,roate 02002;gusli 10010,lodge,1
2,roate 02002;gusli 11000,vogue,1
2,roate 02002;gusli 20100,goose,1
2,roate 02002;gusli 21000,gouge,1
1,roate 02010,cumin,26
2,roate 02010;cumin 00000,hotly,3
3,roate 02010;cumin 00000;hotly 02100,boost,1
3,roate 02010;cumin 00000;hotly 02102,toddy,1
3,roate 02010;cumin 00000;hotly 22222,hotly,1
2,roate 02010;cumin 00010,aflaj,3
3,roate 02010;cumin 00010;aflaj 00000,hoist,1
3,roate 02010;cumin 00010;aflaj 00001,joist,1
3,roate 02010;cumin 00010;aflaj 01000,foist,1
2,roate 02010;cumin 00011,joint,2
3,roate 02010;cumin 00011;joint 02222,point,1
3,roate 02010;cumin 00011;joint 22222,joint,1
2,roate 02010;cumin 00020,posit,1
2,roate 02010;cumin 00022,toxin,1
2,roate 02010;cumin 00110,moist,1
2,roate 02010;cumin 00120,motif,1
2,roate 02010;cumin 00220,vomit,1
2,roate 02010;cumin 01000,doubt,3
3,roate 02010;cumin 01000;doubt 02201,tough,1
3,roate 02010;cumin 01000;doubt 02202,joust,1
3,roate 02010;cumin 01000;doubt 22222,doubt,1
2,roate 02010;cumin 01001,donut,1
2,roate 02010;cumin 01100,moult,1
2,roate 02010;cumin 01101,mount,1
2,roate 02010;cumin 10000,botch,1
2,roate 02010;cumin 10001,notch,1
2,roate 02010;cumin 10020,topic,2
3,roate 02010;cumin 10020;topic 22022,toxic,1
3,roate 02010;cumin 10020;topic 22222,topic,1
2,roate 02010;cumin 10021,tonic,1
2,roate 02010;cumin 11000,touch,1
2,roate 02010;cumin 21001,count,1
1,roate 02011,milch,7
2,roate 02011;milch 00000,token,1
2,roate 02011;milch 00010,covet,1
2,roate 02011;milch 00100,towel,1
2,roate 02011;milch 00101,hotel,1
2,roate 02011;milch 10000,totem,1
2,roate 02011;milch 10010,comet,1
2,roate 02011;milch 20100,motel,1
1,roate 02020,bushy,12
2,roate 02020;bushy 00000,motto,1
2,roate 02020;bushy 00002,lofty,1
2,roate 02020;bushy 00010,month,2
3,roate 02020;bushy 00010;month 02022,tooth,1
3,roate 02020;bushy 00010;month 22222,month,1
2,roate 02020;bushy 00102,sooty,1
2,roate 02020;bushy 00110,sooth,1
2,roate 02020;bushy 01002,pouty,1
2,roate 02020;bushy 01010,mouth,1
2,roate 02020;bushy 01011,youth,1
2,roate 02020;bushy 01110,south,1
2,roate 02020;bushy 20002,booty,1
2,roate 02020;bushy 20010,booth,1
1,roate 02100,liman,16
2,roate 02100;liman 00010,cocoa,2
3,roate 02100;liman 00010;cocoa 02002,vodka,1
3,roate 02100;liman 00010;cocoa 22222,cocoa,1
2,roate 02100;liman 00021,gonad,1
2,roate 02100;liman 00110,dogma,2
3,roate 02100;liman 00110;dogma 02012,mocha,1
3,roate 02100;liman 00110;dogma 22222,dogma,1
2,roate 02100;liman 00210,comma,1
2,roate 02100;liman 00221,nomad,1
2,roate 02100;liman 00222,woman,1
2,roate 02100;liman 10010,polka,1
2,roate 02100;liman 10020,focal,2
3,roate 02100;liman 10020;focal 02222,vocal,1
3,roate 02100;liman 10020;focal 22222,focal,1
2,roate 02100;liman 10021,zonal,1
2,roate 02100;liman 10120,modal,1
2,roate 02100;liman 11010,voila,1
2,roate 02100;liman 20020,local,2
3,roate 02100;liman 20020;local 22022,loyal,1
3,roate 02100;liman 20020;local 22222,local,1
1,roate 02110,aland,5
2,roate 02110;aland 10000,topaz,1
2,roate 02110;aland 10001,today,1
2,roate 02110;aland 10010,tonga,1
2,roate 02110;aland 11000,total,1
2,roate 02110;aland 11010,tonal,1
1,roate 02200,loamy,5
2,roate 02200;loamy 02200,coach,1
2,roate 02200;loamy 02202,soapy,1
2,roate 02200;loamy 02222,foamy,1
2,roate 02200;loamy 12200,koala,1
2,roate 02200;loamy 22222,loamy,1
1,roate 02210,abaca,3
2,roate 02210;abaca 00200,toast,1
2,roate 02210;abaca 00210,coast,1
2,roate 02210;abaca 01200,boast,1
1,roate 02220,loath,1
1,roate 10000,sculk,63
2,roate 10000;sculk 00000,bring,7
3,roate 10000;sculk 00000;bring 01000,myrrh,1
3,roate 10000;sculk 00000;bring 02200,privy,1
3,roate 10000;sculk 00000;bring 02201,grimy,1
3,roate 10000;sculk 00000;bring 02221,grind,1
3,roate 10000;sculk 00000;bring 02222,wring,1
3,roate 10000;sculk 00000;bring 22220,briny,1
3,roate 10000;sculk 00000;bring 22222,bring,1
2,roate 10000;sculk 00002,brink,2
3,roate 10000;sculk 00002;brink 02222,drink,1
3,roate 10000;sculk 00002;brink 22222,brink,1
2,roate 10000;sculk 00010,whirl,1
2,roate 10000;sculk 00020,bifid,6
3,roate 10000;sculk 00020;bifid 00000,wryly,1
3,roate 10000;sculk 00020;bifid 00001,dryly,1
3,roate 10000;sculk 00020;bifid 01000,grill,1
3,roate 10000;sculk 00020;bifid 01001,drill,1
3,roate 10000;sculk 00020;bifid 01100,frill,1
3,roate 10000;sculk 00020;bifid 02000,girly,1
2,roate 10000;sculk 00021,krill,1
2,roate 10000;sculk 00100,furry,2
3,roate 10000;sculk 00100;furry 02222,hurry,1
3,roate 10000;sculk 00100;furry 22222,furry,1
2,roate 10000;sculk 00101,murky,1
2,roate 10000;sculk 00102,quirk,1
2,roate 10000;sculk 00110,lurid,1
2,roate 10000;sculk 00120,burly,1
2,roate 10000;sculk 00200,gruff,3
3,roate 10000;sculk 00200;gruff 02200,druid,1
3,roate 10000;sculk 00200;gruff 12200,wrung,1
3,roate 10000;sculk 00200;gruff 22222,gruff,1
2,roate 10000;sculk 00202,drunk,1
2,roate 10000;sculk 00210,blurb,1
2,roate 10000;sculk 01000,birch,3
3,roate 10000;sculk 01000;birch 01110,crimp,1
3,roate 10000;sculk 01000;birch 01111,chirp,1
3,roate 10000;sculk 01000;birch 22222,birch,1
2,roate 10000;sculk 01002,abamp,3
3,roate 10000;sculk 01002;abamp 00000,crick,1
3,roate 10000;sculk 01002;abamp 00001,prick,1
3,roate 10000;sculk 01002;abamp 01000,brick,1
2,roate 10000;sculk 01010,lyric,1
2,roate 10000;sculk 01100,curry,3
3,roate 10000;sculk 01100;curry 11100,incur,1
3,roate 10000;sculk 01100;curry 22202,curvy,1
3,roate 10000;sculk 01100;curry 22222,curry,1
2,roate 10000;sculk 01110,lurch,1
2,roate 10000;sculk 01120,curly,1
2,roate 10000;sculk 01200,crumb,3
3,roate 10000;sculk 01200;crumb 21200,churn,1
3,roate 10000;sculk 01200;crumb 22220,crump,1
3,roate 10000;sculk 01200;crumb 22222,crumb,1
2,roate 10000;sculk 10000,prism,1
2,roate 10000;sculk 10002,brisk,2
3,roate 10000;sculk 10002;brisk 02222,frisk,1
3,roate 10000;sculk 10002;brisk 22222,brisk,1
2,roate 10000;sculk 10100,virus,1
2,roate 10000;sculk 10200,brush,2
3,roate 10000;sculk 10200;brush 01210,usurp,1
3,roate 10000;sculk 10200;brush 22222,brush,1
2,roate 10000;sculk 11000,crisp,1
2,roate 10000;sculk 11200,crush,1
2,roate 10000;sculk 20000,sprig,1
2,roate 10000;sculk 20002,shirk,2
3,roate 10000;sculk 20002;shirk 20222,smirk,1
3,roate 10000;sculk 20002;shirk 22222,shirk,1
2,roate 10000;sculk 20010,swirl,1
2,roate 10000;sculk 20100,shrub,3
3,roate 10000;sculk 20100;shrub 20220,syrup,1
3,roate 10000;sculk 20100;shrub 22220,shrug,1
3,roate 10000;sculk 20100;shrub 22222,shrub,1
2,roate 10000;sculk 20120,surly,1
2,roate 10000;sculk 20200,spurn,1
2,roate 10000;sculk 20210,slurp,1
2,roate 10000;sculk 22100,scrub,2
3,roate 10000;sculk 22100;scrub 22220,scrum,1
3,roate 10000;sculk 22100;scrub 22222,scrub,1
1,roate 10001,siled,102
2,roate 10001;siled 00010,murry,11
3,roate 10001;siled 00010;murry 00022,every,1
3,roate 10001;siled 00010;murry 00100,wreck,1
3,roate 10001;siled 00010;murry 00200,perch,1
3,roate 10001;siled 00010;murry 00202,jerky,2
4,roate 10001;siled 00010;murry 00202;jerky 02222,perky,1
4,roate 10001;siled 00010;murry 00202;jerky 22222,jerky,1
3,roate 10001;siled 00010;murry 00222,berry,2
4,roate 10001;siled 00010;murry 00222;berry 02222,ferry,1
4,roate 10001;siled 00010;murry 00222;berry 22222,berry,1
3,roate 10001;siled 00010;murry 02022,query,1
3,roate 10001;siled 00010;murry 11100,femur,1
3,roate 10001;siled 00010;murry 20202,mercy,1
3,roate 10001;siled 00010;murry 20222,merry,1
2,roate 10001;siled 00011,decry,4
3,roate 10001;siled 00011;decry 12012,nerdy,1
3,roate 10001;siled 00011;decry 22010,demur,1
3,roate 10001;siled 00011;decry 22012,derby,1
3,roate 10001;siled 00011;decry 22222,decry,1
2,roate 10001;siled 00020,pence,17
3,roate 10001;siled 00020;pence 01000,buyer,1
3,roate 10001;siled 00020;pence 01001,freer,3
4,roate 10001;siled 00020;pence 01001;freer 00122,ember,1
4,roate 10001;siled 00020;pence 01001;freer 00222,queer,1
4,roate 10001;siled 00020;pence 01001;freer 22222,freer,1
3,roate 10001;siled 00020;pence 01010,cyber,1
3,roate 10001;siled 00020;pence 01011,cheer,2
4,roate 10001;siled 00020;pence 01011;cheer 20221,creek,1
4,roate 10001;siled 00020;pence 01011;cheer 22222,cheer,1
3,roate 10001;siled 00020;pence 01101,green,1
3,roate 10001;siled 00020;pence 02001,fever,2
4,roate 10001;siled 00020;pence 02001;fever 22022,fewer,1
4,roate 10001;siled 00020;pence 02001;fever 22222,fever,1
3,roate 10001;siled 00020;pence 02101,never,2
4,roate 10001;siled 00020;pence 02101;never 22022,newer,1
4,roate 10001;siled 00020;pence 02101;never 22222,never,1
3,roate 10001;siled 00020;pence 11000,hyper,2
4,roate 10001;siled 00020;pence 11000;hyper 00222,upper,1
4,roate 10001;siled 00020;pence 11000;hyper 22222,hyper,1
3,roate 10001;siled 00020;pence 11011,creep,1
3,roate 10001;siled 00020;pence 21000,purer,1
3,roate 10001;siled 00020;pence 21101,preen,1
2,roate 10001;siled 00021,arene,4
3,roate 10001;siled 00021;arene 01100,udder,1
3,roate 10001;siled 00021;arene 01101,defer,1
3,roate 10001;siled 00021;arene 01110,under,1
3,roate 10001;siled 00021;arene 02100,dryer,1
2,roate 10001;siled 00022,befog,4
3,roate 10001;siled 00022;befog 01000,creed,1
3,roate 10001;siled 00022;befog 01001,greed,1
3,roate 10001;siled 00022;befog 01100,freed,1
3,roate 10001;siled 00022;befog 21000,breed,1
2,roate 10001;siled 00110,clerk,3
3,roate 10001;siled 00110;clerk 01110,lemur,1
3,roate 10001;siled 00110;clerk 01220,leery,1
3,roate 10001;siled 00110;clerk 22222,clerk,1
2,roate 10001;siled 00120,clump,7
3,roate 10001;siled 00120;clump 01000,lever,1
3,roate 10001;siled 00120;clump 01001,leper,1
3,roate 10001;siled 00120;clump 01200,gruel,1
3,roate 10001;siled 00120;clump 02000,flyer,1
3,roate 10001;siled 00120;clump 02200,bluer,1
3,roate 10001;siled 00120;clump 12100,ulcer,1
3,roate 10001;siled 00120;clump 21200,cruel,1
2,roate 10001;siled 00121,elder,1
2,roate 10001;siled 01012,weird,1
2,roate 10001;siled 01020,brief,5
3,roate 10001;siled 01020;brief 01120,inner,1
3,roate 10001;siled 01020;brief 01121,infer,1
3,roate 10001;siled 01020;brief 02220,crier,1
3,roate 10001;siled 01020;brief 02222,grief,1
3,roate 10001;siled 01020;brief 22222,brief,1
2,roate 10001;siled 01021,drier,1
2,roate 10001;siled 01022,decaf,4
3,roate 10001;siled 01022;decaf 11000,pried,1
3,roate 10001;siled 01022;decaf 11001,fried,1
3,roate 10001;siled 01022;decaf 11100,cried,1
3,roate 10001;siled 01022;decaf 21000,dried,1
2,roate 10001;siled 01110,peril,1
2,roate 10001;siled 01120,flier,2
3,roate 10001;siled 01120;flier 02222,plier,1
3,roate 10001;siled 01120;flier 22222,flier,1
2,roate 10001;siled 01221,idler,1
2,roate 10001;siled 02010,fiery,1
2,roate 10001;siled 02020,fanga,8
3,roate 10001;siled 02020;fanga 00000,piper,2
4,roate 10001;siled 02020;fanga 00000;piper 02222,viper,1
4,roate 10001;siled 02020;fanga 00000;piper 22222,piper,1
3,roate 10001;siled 02020;fanga 00010,giver,1
3,roate 10001;siled 02020;fanga 00100,nicer,1
3,roate 10001;siled 02020;fanga 00200,miner,1
3,roate 10001;siled 02020;fanga 20000,fiber,2
4,roate 10001;siled 02020;fanga 20000;fiber 22022,fixer,1
4,roate 10001;siled 02020;fanga 20000;fiber 22222,fiber,1
3,roate 10001;siled 02020;fanga 20200,finer,1
2,roate 10001;siled 02021,clown,4
3,roate 10001;siled 02021;clown 00000,diver,1
3,roate 10001;siled 02021;clown 00001,diner,1
3,roate 10001;siled 02021;clown 00010,wider,1
3,roate 10001;siled 02021;clown 20000,cider,1
2,roate 10001;siled 02120,liner,2
3,roate 10001;siled 02120;liner 22022,liver,1
3,roate 10001;siled 02120;liner 22222,liner,1
2,roate 10001;siled 02220,filer,1
2,roate 10001;siled 10010,cress,3
3,roate 10001;siled 10010;cress 02220,fresh,1
3,roate 10001;siled 10010;cress 02222,press,1
3,roate 10001;siled 10010;cress 22222,cress,1
2,roate 10001;siled 10011,dress,1
2,roate 10001;siled 10020,usher,1
2,roate 10001;siled 12020,miser,2
3,roate 10001;siled 12020;miser 02222,wiser,1
3,roate 10001;siled 12020;miser 22222,miser,1
2,roate 10001;siled 20010,serum,2
3,roate 10001;siled 20010;serum 21102,sperm,1
3,roate 10001;siled 20010;serum 22222,serum,1
2,roate 10001;siled 20020,wheep,8
3,roate 10001;siled 20020;wheep 00020,surer,1
3,roate 10001;siled 20020;wheep 00021,super,1
3,roate 10001;siled 20020;wheep 00120,sever,1
3,roate 10001;siled 20020;wheep 00220,sneer,1
3,roate 10001;siled 20020;wheep 02220,sheer,1
3,roate 10001;siled 20020;wheep 10020,screw,1
3,roate 10001;siled 20020;wheep 10120,sewer,1
3,roate 10001;siled 20020;wheep 12020,shrew,1
2,roate 10001;siled 21010,serif,1
2,roate 10001;siled 21020,skier,1
2,roate 10001;siled 22020,siren,1
1,roate 10002,piums,39
2,roate 10002;piums 00000,genre,5
3,roate 10002;piums 00000;genre 01022,where,1
3,roate 10002;piums 00000;genre 02012,verve,1
3,roate 10002;piums 00000;genre 02112,nerve,1
3,roate 10002;piums 00000;genre 12012,verge,1
3,roate 10002;piums 00000;genre 22222,genre,1
2,roate 10002;piums 00001,scree,3
3,roate 10002;piums 00001;scree 10212,verse,1
3,roate 10002;piums 00001;scree 20212,serve,1
3,roate 10002;piums 00001;scree 22222,scree,1
2,roate 10002;piums 00010,merge,1
2,roate 10002;piums 00020,creme,1
2,roate 10002;piums 00100,curve,1
2,roate 10002;piums 00101,curse,3
3,roate 10002;piums 00101;curse 02212,surge,1
3,roate 10002;piums 00101;curse 02222,nurse,1
3,roate 10002;piums 00101;curse 22222,curse,1
2,roate 10002;piums 00200,crude,1
2,roate 10002;piums 01000,aband,5
3,roate 10002;piums 01000;aband 00000,eerie,1
3,roate 10002;piums 01000;aband 00001,drive,1
3,roate 10002;piums 01000;aband 01000,bribe,1
3,roate 10002;piums 01000;aband 01001,bride,1
3,roate 10002;piums 01000;aband 01020,brine,1
2,roate 10002;piums 01001,shire,1
2,roate 10002;piums 01020,crime,2
3,roate 10002;piums 01020;crime 02222,grime,1
3,roate 10002;piums 01020;crime 22222,crime,1
2,roate 10002;piums 01100,urine,1
2,roate 10002;piums 02000,dirge,2
3,roate 10002;piums 02000;dirge 02102,fibre,1
3,roate 10002;piums 02000;dirge 22222,dirge,1
2,roate 10002;piums 10000,crepe,1
2,roate 10002;piums 10001,spree,1
2,roate 10002;piums 11000,gripe,1
2,roate 10002;piums 11001,spire,1
2,roate 10002;piums 20100,puree,2
3,roate 10002;piums 20100;puree 22202,purge,1
3,roate 10002;piums 20100;puree 22222,puree,1
2,roate 10002;piums 20101,purse,1
2,roate 10002;piums 20200,prude,2
3,roate 10002;piums 20200;prude 22202,prune,1
3,roate 10002;piums 20200;prude 22222,prude,1
2,roate 10002;piums 21000,ached,3
3,roate 10002;piums 21000;ached 00010,prize,1
3,roate 10002;piums 21000;ached 00011,pride,1
3,roate 10002;piums 21000;ached 01010,price,1
2,roate 10002;piums 21020,prime,1
1,roate 10010,scuft,29
2,roate 10010;scuft 00001,third,2
3,roate 10010;scuft 00001;third 20220,twirl,1
3,roate 10010;scuft 00001;third 22222,third,1
2,roate 10010;scuft 00002,print,1
2,roate 10010;scuft 00012,flirt,1
2,roate 10010;scuft 00022,drift,1
2,roate 10010;scuft 00101,thrum,1
2,roate 10010;scuft 00102,burnt,1
2,roate 10010;scuft 00201,abysm,3
3,roate 10010;scuft 00201;abysm 00000,trunk,1
3,roate 10010;scuft 00201;abysm 00001,trump,1
3,roate 10010;scuft 00201;abysm 00100,truly,1
2,roate 10010;scuft 00202,blurt,3
3,roate 10010;scuft 00202;blurt 00212,grunt,1
3,roate 10010;scuft 00202;blurt 20212,brunt,1
3,roate 10010;scuft 00202;blurt 22222,blurt,1
2,roate 10010;scuft 00212,fruit,1
2,roate 10010;scuft 01001,trick,1
2,roate 10010;scuft 01002,crypt,1
2,roate 10010;scuft 01201,truck,1
2,roate 10010;scuft 10002,tryst,2
3,roate 10010;scuft 10002;tryst 02022,wrist,1
3,roate 10010;scuft 10002;tryst 22222,tryst,1
2,roate 10010;scuft 10012,first,1
2,roate 10010;scuft 10102,burst,1
2,roate 10010;scuft 10201,truss,1
2,roate 10010;scuft 10202,trust,1
2,roate 10010;scuft 11202,crust,1
2,roate 10010;scuft 20001,strip,1
2,roate 10010;scuft 20002,shirt,2
3,roate 10010;scuft 20002;shirt 20222,skirt,1
3,roate 10010;scuft 20002;shirt 22222,shirt,1
2,roate 10010;scuft 20102,strut,1
2,roate 10010;scuft 20202,spurt,1
1,roate 10011,sneer,29
2,roate 10011;sneer 00021,threw,2
3,roate 10011;sneer 00021;threw 20120,tried,1
3,roate 10011;sneer 00021;threw 22222,threw,1
2,roate 10011;sneer 00022,blume,5
3,roate 10011;sneer 00022;blume 00001,tiger,1
3,roate 10011;sneer 00022;blume 00011,timer,1
3,roate 10011;sneer 00022;blume 00101,utter,1
3,roate 10011;sneer 00022;blume 00201,truer,1
3,roate 10011;sneer 00022;blume 10101,tuber,1
2,roate 10011;sneer 00101,erupt,4
3,roate 10011;sneer 00101;erupt 11001,threw,1
3,roate 10011;sneer 00101;erupt 11002,merit,1
3,roate 10011;sneer 00101;erupt 12001,tried,1
3,roate 10011;sneer 00101;erupt 22222,erupt,1
2,roate 10011;sneer 00121,beret,2
3,roate 10011;sneer 00121;beret 01222,egret,1
3,roate 10011;sneer 00121;beret 22222,beret,1
2,roate 10011;sneer 00122,deter,3
3,roate 10011;sneer 00122;deter 01122,ether,1
3,roate 10011;sneer 00122;deter 02222,meter,1
3,roate 10011;sneer 00122;deter 22222,deter,1
2,roate 10011;sneer 00201,crept,1
2,roate 10011;sneer 00202,their,1
2,roate 10011;sneer 00211,erect,2
3,roate 10011;sneer 00211;erect 21202,exert,1
3,roate 10011;sneer 00211;erect 22222,erect,1
2,roate 10011;sneer 00221,greet,1
2,roate 10011;sneer 01201,trend,1
2,roate 10011;sneer 02022,inter,1
2,roate 10011;sneer 02101,entry,1
2,roate 10011;sneer 02122,enter,1
2,roate 10011;sneer 02201,inert,1
2,roate 10011;sneer 10122,ester,1
2,roate 10011;sneer 10201,crest,2
3,roate 10011;sneer 10201;crest 02222,wrest,1
3,roate 10011;sneer 10201;crest 22222,crest,1
2,roate 10011;sneer 20222,steer,1
2,roate 10011;sneer 21201,stern,1
1,roate 10012,bices,7
2,roate 10012;bices 00010,there,1
2,roate 10012;bices 00011,terse,1
2,roate 10012;bices 00020,three,1
2,roate 10012;bices 00110,truce,1
2,roate 10012;bices 01010,tripe,1
2,roate 10012;bices 01110,trice,1
2,roate 10012;bices 11010,tribe,1
1,roate 10020,beigy,6
2,roate 10020;beigy 00000,truth,1
2,roate 10020;beigy 00100,mirth,1
2,roate 10020;beigy 00102,dirty,1
2,roate 10020;beigy 00110,girth,1
2,roate 10020;beigy 00200,fritz,1
2,roate 10020;beigy 20100,birth,1
1,roate 10021,berth,1
1,roate 10022,trite,3
2,roate 10022;trite 02022,brute,1
2,roate 10022;trite 02222,write,1
2,roate 10022;trite 22222,trite,1
1,roate 10100,carrs,35
2,roate 10100;carrs 01020,angry,2
3,roate 10100;carrs 01020;angry 10020,umbra,1
3,roate 10100;carrs 01020;angry 22222,angry,1
2,roate 10100;carrs 01100,lunar,5
3,roate 10100;carrs 01100;lunar 00111,angry,1
3,roate 10100;carrs 01100;lunar 01011,umbra,1
3,roate 10100;carrs 01100;lunar 01121,urban,1
3,roate 10100;carrs 01100;lunar 02012,augur,1
3,roate 10100;carrs 01100;lunar 22222,lunar,1
2,roate 10100;carrs 01101,sugar,1
2,roate 10100;carrs 01110,briar,2
3,roate 10100;carrs 01110;briar 02222,friar,1
3,roate 10100;carrs 01110;briar 22222,briar,1
2,roate 10100;carrs 01200,mural,2
3,roate 10100;carrs 01200;mural 00222,viral,1
3,roate 10100;carrs 01200;mural 22222,mural,1
2,roate 10100;carrs 01201,spray,1
2,roate 10100;carrs 01210,array,1
2,roate 10100;carrs 02020,aahed,3
3,roate 10100;carrs 02020;aahed 02000,fairy,1
3,roate 10100;carrs 02020;aahed 02001,dairy,1
3,roate 10100;carrs 02020;aahed 02100,hairy,1
2,roate 10100;carrs 02100,adhan,4
3,roate 10100;carrs 02100;adhan 10000,fairy,1
3,roate 10100;carrs 02100;adhan 10100,hairy,1
3,roate 10100;carrs 02100;adhan 11000,dairy,1
3,roate 10100;carrs 02100;adhan 11001,nadir,1
2,roate 10100;carrs 02200,parka,5
3,roate 10100;carrs 02200;parka 02200,hardy,1
3,roate 10100;carrs 02200;parka 02202,larva,1
3,roate 10100;carrs 02200;parka 02212,karma,1
3,roate 10100;carrs 02200;parka 12200,harpy,1
3,roate 10100;carrs 02200;parka 22222,parka,1
2,roate 10100;carrs 02201,harsh,2
3,roate 10100;carrs 02201;harsh 02222,marsh,1
3,roate 10100;carrs 02201;harsh 22222,harsh,1
2,roate 10100;carrs 02220,abamp,3
3,roate 10100;carrs 02220;abamp 10000,harry,1
3,roate 10100;carrs 02220;abamp 10001,parry,1
3,roate 10100;carrs 02220;abamp 10010,marry,1
2,roate 10100;carrs 11100,vicar,1
2,roate 10100;carrs 11200,acrid,1
2,roate 10100;carrs 11201,scram,2
3,roate 10100;carrs 11201;scram 22220,scrap,1
3,roate 10100;carrs 11201;scram 22222,scram,1
2,roate 10100;carrs 12200,march,1
2,roate 10100;carrs 21100,cigar,1
2,roate 10100;carrs 21200,circa,1
2,roate 10100;carrs 22020,cairn,1
2,roate 10100;carrs 22220,carry,1
1,roate 10101,balms,42
2,roate 10101;balms 01000,cedar,8
3,roate 10101;balms 01000;cedar 01011,arena,1
3,roate 10101;balms 01000;cedar 01012,anger,1
3,roate 10101;balms 01000;cedar 01021,freak,2
4,roate 10101;balms 01000;cedar 01021;freak 02222,wreak,1
4,roate 10101;balms 01000;cedar 01021;freak 22222,freak,1
3,roate 10101;balms 01000;cedar 01121,dread,1
3,roate 10101;balms 01000;cedar 01212,aider,1
3,roate 10101;balms 01000;cedar 21021,creak,1
3,roate 10101;balms 01000;cedar 22222,cedar,1
2,roate 10101;balms 01001,aheap,3
3,roate 10101;balms 01001;aheap 00220,swear,1
3,roate 10101;balms 01001;aheap 00221,spear,1
3,roate 10101;balms 01001;aheap 02220,shear,1
2,roate 10101;balms 01010,cream,2
3,roate 10101;balms 01010;cream 02222,dream,1
3,roate 10101;balms 01010;cream 22222,cream,1
2,roate 10101;balms 01011,smear,1
2,roate 10101;balms 01100,clear,2
3,roate 10101;balms 01100;clear 01121,feral,1
3,roate 10101;balms 01100;clear 22222,clear,1
2,roate 10101;balms 02000,gappy,10
3,roate 10101;balms 02000;gappy 02000,wafer,2
4,roate 10101;balms 02000;gappy 02000;wafer 22022,waver,1
4,roate 10101;balms 02000;gappy 02000;wafer 22222,wafer,1
3,roate 10101;balms 02000;gappy 02100,parer,1
3,roate 10101;balms 02000;gappy 02101,payer,1
3,roate 10101;balms 02000;gappy 02200,caper,1
3,roate 10101;balms 02000;gappy 02210,paper,1
3,roate 10101;balms 02000;gappy 12000,eager,2
4,roate 10101;balms 02000;gappy 12000;eager 02222,wager,1
4,roate 10101;balms 02000;gappy 12000;eager 22222,eager,1
3,roate 10101;balms 02000;gappy 22000,gazer,1
3,roate 10101;balms 02000;gappy 22001,gayer,1
2,roate 10101;balms 02001,safer,2
3,roate 10101;balms 02001;safer 22022,saner,1
3,roate 10101;balms 02001;safer 22222,safer,1
2,roate 10101;balms 02010,gamer,3
3,roate 10101;balms 02010;gamer 02121,harem,1
3,roate 10101;balms 02010;gamer 02122,maker,1
3,roate 10101;balms 02010;gamer 22222,gamer,1
2,roate 10101;balms 02100,early,3
3,roate 10101;balms 02100;early 12110,lager,1
3,roate 10101;balms 02100;early 12111,layer,1
3,roate 10101;balms 02100;early 22222,early,1
2,roate 10101;balms 02200,paler,1
2,roate 10101;balms 11000,debar,2
3,roate 10101;balms 11000;debar 02211,zebra,1
3,roate 10101;balms 11000;debar 22222,debar,1
2,roate 10101;balms 11010,amber,1
2,roate 10101;balms 21000,bread,2
3,roate 10101;balms 21000;bread 22220,break,1
3,roate 10101;balms 21000;bread 22222,bread,1
2,roate 10101;balms 22000,baker,1
2,roate 10101;balms 22200,baler,1
1,roate 10102,aglus,10
2,roate 10102;aglus 10000,carve,2
3,roate 10102;aglus 10000;carve 12202,farce,1
3,roate 10102;aglus 10000;carve 22222,carve,1
2,roate 10102;aglus 10001,parse,1
2,roate 10102;aglus 11000,barge,1
2,roate 10102;aglus 11100,large,1
2,roate 10102;aglus 20000,afire,1
2,roate 10102;aglus 20001,arise,1
2,roate 10102;aglus 20010,azure,1
2,roate 10102;aglus 21020,argue,1
2,roate 10102;aglus 22000,agree,1
1,roate 10110,spial,12
2,roate 10110;spial 00010,tardy,1
2,roate 10110;spial 00011,ultra,1
2,roate 10110;spial 00020,carat,1
2,roate 10110;spial 00021,altar,1
2,roate 10110;spial 00220,triad,1
2,roate 10110;spial 00222,trial,1
2,roate 10110;spial 01110,tapir,1
2,roate 10110;spial 10010,artsy,1
2,roate 10110;spial 20010,satyr,1
2,roate 10110;spial 20020,straw,2
3,roate 10110;spial 20020;straw 22220,stray,1
3,roate 10110;spial 20020;straw 22222,straw,1
2,roate 10110;spial 21020,strap,1
1,roate 10111,artel,17
2,roate 10111;artel 11110,terra,1
2,roate 10111;artel 11120,abamp,3
3,roate 10111;artel 11120;abamp 10000,taker,1
3,roate 10111;artel 11120;abamp 10001,taper,1
3,roate 10111;artel 11120;abamp 10010,tamer,1
2,roate 10111;artel 11210,extra,1
2,roate 10111;artel 11220,beech,4
3,roate 10111;artel 11220;beech 01000,water,1
3,roate 10111;artel 11220;beech 01001,hater,1
3,roate 10111;artel 11220;beech 01010,cater,1
3,roate 10111;artel 11220;beech 01100,eater,1
2,roate 10111;artel 11221,later,1
2,roate 10111;artel 12110,great,3
3,roate 10111;artel 12110;great 02221,tread,1
3,roate 10111;artel 12110;great 02222,treat,1
3,roate 10111;artel 12110;great 22222,great,1
2,roate 10111;artel 21110,avert,1
2,roate 10111;artel 21111,alert,1
2,roate 10111;artel 21220,after,1
